"ATE","EY1_i","EY0_i"
2.5,22.6696678258044,20.1696678258044
2.5,21.0589196458103,18.5589196458103
2.5,22.5578575661009,20.0578575661009
2.5,16.9836990573141,14.4836990573141
2.5,16.2095413227672,13.7095413227672
2.5,14.3987860329656,11.8987860329656
2.5,17.4054255037478,14.9054255037478
2.5,18.7173800527154,16.2173800527154
2.5,13.6619519279338,11.1619519279338
2.5,24.1373654456948,21.6373654456948
2.5,17.8760355572664,15.3760355572664
2.5,18.1285145137689,15.6285145137689
2.5,20.423412059093,17.923412059093
2.5,18.3697146770377,15.8697146770377
2.5,23.5739461333334,21.0739461333334
2.5,21.5584442984597,19.0584442984597
2.5,22.4741043421811,19.9741043421811
2.5,25.0249429879528,22.5249429879528
2.5,21.54673495464,19.04673495464
2.5,18.7448534609408,16.2448534609408
2.5,19.1719333322857,16.6719333322857
2.5,17.5092360865255,15.0092360865255
2.5,16.1791160617231,13.6791160617231
2.5,18.7645224784709,16.2645224784709
2.5,19.1916199634108,16.6916199634108
2.5,17.0517752739963,14.5517752739963
2.5,18.9251318037254,16.4251318037254
2.5,20.2934752423948,17.7934752423948
2.5,22.0495690932711,19.5495690932711
2.5,22.5909149371385,20.0909149371385
2.5,17.4002210097231,14.9002210097231
2.5,29.0277124277922,26.5277124277922
2.5,19.4348945639491,16.9348945639491
2.5,16.6906200263695,14.1906200263695
2.5,17.5005867086613,15.0005867086613
2.5,17.9271476450667,15.4271476450667
2.5,17.2343809846272,14.7343809846272
2.5,16.8139060309478,14.3139060309478
2.5,20.4145524648753,17.9145524648753
2.5,17.0082423518097,14.5082423518097
2.5,24.7231150294376,22.2231150294376
2.5,22.2730585565283,19.7730585565283
2.5,18.7448534609408,16.2448534609408
2.5,20.4973742299615,17.9973742299615
2.5,30.4180956009452,27.9180956009452
2.5,28.9262501965337,26.4262501965337
2.5,15.9291735753499,13.4291735753499
2.5,15.65577553024,13.15577553024
2.5,19.0382631979655,16.5382631979655
2.5,21.6318890178979,19.1318890178979
2.5,18.3654701080052,15.8654701080052
2.5,20.6314390661359,18.1314390661359
2.5,21.434056763485,18.934056763485
2.5,16.5785187985123,14.0785187985123
2.5,46.5969620242331,44.0969620242331
2.5,14.0244207037293,11.5244207037293
2.5,24.2276067651704,21.7276067651704
2.5,22.6696678258044,20.1696678258044
2.5,21.7680959968803,19.2680959968803
2.5,20.6978526709397,18.1978526709397
2.5,14.6789173585451,12.1789173585451
2.5,22.1638440143189,19.6638440143189
2.5,17.6144298473442,15.1144298473442
2.5,16.7374872322742,14.2374872322742
2.5,18.8310965920681,16.3310965920681
2.5,20.586970633613,18.086970633613
2.5,24.7891235327798,22.2891235327798
2.5,22.5471849020339,20.0471849020339
2.5,17.2547012536096,14.7547012536096
2.5,29.8681816040191,27.3681816040191
2.5,18.0039917822606,15.5039917822606
2.5,22.0642872993094,19.5642872993094
2.5,19.1624271179272,16.6624271179272
2.5,16.736542987665,14.236542987665
2.5,14.2338357037713,11.7338357037713
2.5,26.1353061016139,23.6353061016139
2.5,16.7507363534055,14.2507363534055
2.5,19.7400028549079,17.2400028549079
2.5,22.2822777848386,19.7822777848386
2.5,24.3316320251767,21.8316320251767
2.5,14.9190393558668,12.4190393558668
2.5,19.4852877589086,16.9852877589086
2.5,14.2729815721041,11.7729815721041
2.5,28.2544261834943,25.7544261834943
2.5,26.2800605582658,23.7800605582658
2.5,20.3511577071269,17.8511577071269
2.5,39.8463979915062,37.3463979915062
2.5,15.3019401822691,12.8019401822691
2.5,17.108008802291,14.608008802291
2.5,24.1087249954762,21.6087249954762
2.5,10.4515126555675,7.95151265556751
2.5,13.941044524417,11.441044524417
2.5,18.6283644682346,16.1283644682346
2.5,16.8010544641194,14.3010544641194
2.5,19.7173890367044,17.2173890367044
2.5,22.9171348062126,20.4171348062126
2.5,22.6838946412317,20.1838946412317
2.5,35.6349099566821,33.1349099566821
2.5,27.6850867747355,25.1850867747355
2.5,20.09965772009,17.59965772009
2.5,16.9215767909229,14.4215767909229
2.5,17.0204815914311,14.5204815914311
2.5,22.0468601432256,19.5468601432256
2.5,24.2143025906565,21.7143025906565
2.5,13.6619519279338,11.1619519279338
2.5,18.0719032093303,15.5719032093303
2.5,18.8668292065741,16.3668292065741
2.5,29.0456627173258,26.5456627173258
2.5,14.8195189589977,12.3195189589977
2.5,19.6637440239167,17.1637440239167
2.5,27.0369741537046,24.5369741537046
2.5,16.1037046074387,13.6037046074387
2.5,27.9920083131298,25.4920083131298
2.5,13.6619519279338,11.1619519279338
2.5,21.9057321903775,19.4057321903775
2.5,17.2610638844814,14.7610638844814
2.5,17.9186153190581,15.4186153190581
2.5,18.1425543950389,15.6425543950389
2.5,19.4692461530972,16.9692461530972
2.5,17.9319674165083,15.4319674165083
2.5,18.0208734071361,15.5208734071361
2.5,13.3926010646608,10.8926010646608
2.5,13.6619519279338,11.1619519279338
2.5,20.1515385247957,17.6515385247957
2.5,16.4351876715972,13.9351876715972
2.5,20.5414961052431,18.0414961052431
2.5,17.5793219857272,15.0793219857272
2.5,19.6849502053598,17.1849502053598
2.5,16.815950967198,14.315950967198
2.5,14.3987860329656,11.8987860329656
2.5,21.2423619221105,18.7423619221105
2.5,15.2996114306939,12.7996114306939
2.5,16.2109444189039,13.7109444189039
2.5,17.8261668225033,15.3261668225033
2.5,33.1052739287302,30.6052739287302
2.5,22.6351753684058,20.1351753684058
2.5,17.1973154312183,14.6973154312183
2.5,22.2848920162661,19.7848920162661
2.5,17.9963368900817,15.4963368900817
2.5,17.0517752739963,14.5517752739963
2.5,14.3745701919826,11.8745701919826
2.5,17.8337283764791,15.3337283764791
2.5,18.5497558940267,16.0497558940267
2.5,20.5589133905459,18.0589133905459
2.5,15.5002902645759,13.0002902645759
2.5,13.6619519279338,11.1619519279338
2.5,15.0613364809466,12.5613364809466
2.5,18.7815128855524,16.2815128855524
2.5,19.0706740000876,16.5706740000876
2.5,17.8495527672952,15.3495527672952
2.5,22.9397625359077,20.4397625359077
2.5,15.2014498493007,12.7014498493007
2.5,17.94301317454,15.44301317454
2.5,23.7758655236702,21.2758655236702
2.5,17.9388675723035,15.4388675723035
2.5,21.9592992980477,19.4592992980477
2.5,16.502568943081,14.002568943081
2.5,17.9656266716444,15.4656266716444
2.5,14.4283524540618,11.9283524540618
2.5,17.8178442780418,15.3178442780418
2.5,19.2153133210128,16.7153133210128
2.5,22.070488606452,19.570488606452
2.5,15.7682976614915,13.2682976614915
2.5,18.1489803859701,15.6489803859701
2.5,15.3447653070182,12.8447653070182
2.5,26.1353061016139,23.6353061016139
2.5,15.7756953026943,13.2756953026943
2.5,14.6789173585451,12.1789173585451
2.5,19.6319165593269,17.1319165593269
2.5,20.2810573405456,17.7810573405456
2.5,19.0640410543167,16.5640410543167
2.5,23.543350969435,21.043350969435
2.5,16.7599164869806,14.2599164869806
2.5,19.2466910151167,16.7466910151167
2.5,13.6619519279338,11.1619519279338
2.5,13.6619519279338,11.1619519279338
2.5,27.0476676481518,24.5476676481518
2.5,17.7126081760279,15.2126081760279
2.5,15.8429610680529,13.3429610680529
2.5,21.0517228349315,18.5517228349315
2.5,24.9681973673295,22.4681973673295
2.5,23.7459302405137,21.2459302405137
2.5,27.1258785422565,24.6258785422565
2.5,20.3305097539755,17.8305097539755
2.5,22.3322890917228,19.8322890917228
2.5,20.8072288530181,18.3072288530181
2.5,14.7301110679485,12.2301110679485
2.5,16.0352635299885,13.5352635299885
2.5,21.5739828508626,19.0739828508626
2.5,13.6619519279338,11.1619519279338
2.5,19.6055422438906,17.1055422438906
2.5,24.7819441615285,22.2819441615285
2.5,13.6619519279338,11.1619519279338
2.5,19.1387874744495,16.6387874744495
2.5,20.4657840505161,17.9657840505161
2.5,29.8681816040191,27.3681816040191
2.5,15.3102289200836,12.8102289200836
2.5,17.020720986641,14.520720986641
2.5,15.2934892779464,12.7934892779464
2.5,15.0732836124728,12.5732836124728
2.5,14.719499916008,12.219499916008
2.5,14.3987860329656,11.8987860329656
2.5,13.8532372755865,11.3532372755865
2.5,17.6214121667303,15.1214121667303
2.5,19.6257133865791,17.1257133865791
2.5,15.6125402740756,13.1125402740756
2.5,21.5848818207744,19.0848818207744
2.5,24.9681973673295,22.4681973673295
2.5,26.8720783426649,24.3720783426649
2.5,15.6519993469172,13.1519993469172
2.5,17.2935632489941,14.7935632489941
2.5,21.5832403735257,19.0832403735257
2.5,13.1965310249596,10.6965310249596
2.5,17.9851229161252,15.4851229161252
2.5,21.2576491819806,18.7576491819806
2.5,20.4657840505161,17.9657840505161
2.5,19.9885644399788,17.4885644399788
2.5,26.1369347450807,23.6369347450807
2.5,18.0610619242476,15.5610619242476
2.5,20.19971037787,17.69971037787
2.5,16.7121751642835,14.2121751642835
2.5,17.1465905143766,14.6465905143766
2.5,14.7301110679485,12.2301110679485
2.5,14.350912272427,11.850912272427
2.5,17.3052538208249,14.8052538208249
2.5,31.3674741264642,28.8674741264642
2.5,20.7557316803533,18.2557316803533
2.5,22.0996420166822,19.5996420166822
2.5,22.1000017588429,19.6000017588429
2.5,16.7289762151848,14.2289762151848
2.5,21.2995810554746,18.7995810554746
2.5,18.4653029179816,15.9653029179816
2.5,18.619547666908,16.119547666908
2.5,13.6619519279338,11.1619519279338
2.5,19.1721899223874,16.6721899223874
2.5,21.5982376040775,19.0982376040775
2.5,23.2233499199551,20.7233499199551
2.5,14.3093947417551,11.8093947417551
2.5,22.0377936881493,19.5377936881493
2.5,14.9215781503385,12.4215781503385
2.5,15.6531905691128,13.1531905691128
2.5,17.6701003440283,15.1701003440283
2.5,18.762137426258,16.262137426258
2.5,24.2276067651704,21.7276067651704
2.5,23.6251546430754,21.1251546430754
