"ATE","EY1_i","EY0_i"
2.09009867420126,8.55016178497986,7.55016178497986
2.09009867420126,28.9280686663378,27.9280686663378
2.09009867420126,29.4855883605133,30.6935883605133
2.09009867420126,14.9364823322248,13.1424823322248
2.09009867420126,18.0280027585859,17.0280027585859
2.09009867420126,6.43758282205197,5.43758282205197
2.09009867420126,36.2133852622839,30.2413852622839
2.09009867420126,10.4341649497889,9.43416494978889
2.09009867420126,26.4995561428425,24.0035561428425
2.09009867420126,9.80705747732538,8.80705747732538
2.09009867420126,18.1371611910226,17.1371611910226
2.09009867420126,16.0351387467927,5.88313874679273
2.09009867420126,10.6274625197289,7.91146251972891
2.09009867420126,7.93036167827911,3.49836167827911
2.09009867420126,11.7852137242463,10.7852137242463
2.09009867420126,19.983033007745,18.983033007745
2.09009867420126,30.764302269134,29.022302269134
2.09009867420126,11.9258248015754,10.9258248015754
2.09009867420126,24.1734336871178,23.1734336871178
2.09009867420126,11.8887948003958,10.8887948003958
2.09009867420126,38.5690854365914,34.6870854365914
2.09009867420126,56.0656096888617,52.2936096888617
2.09009867420126,6.56902094495572,5.39302094495572
2.09009867420126,40.2630414259499,38.2730414259499
2.09009867420126,23.6858767967985,21.9038767967985
2.09009867420126,3.96934096847986,2.96934096847986
2.09009867420126,12.39239697251,11.39239697251
2.09009867420126,15.7830477790195,14.7830477790195
2.09009867420126,9.53614636152391,7.12814636152391
2.09009867420126,10.946139052401,8.97813905240098
2.09009867420126,50.6786596827276,49.6786596827276
2.09009867420126,13.5674554146061,12.5674554146061
2.09009867420126,6.5836167859183,5.40761678591829
2.09009867420126,23.3735340391926,18.6555340391926
2.09009867420126,25.2265127333234,24.2265127333234
2.09009867420126,26.7704780642428,24.9624780642428
2.09009867420126,19.0829148291473,18.0829148291473
2.09009867420126,30.6194937050762,29.6194937050762
2.09009867420126,7.05531253585252,6.05531253585252
2.09009867420126,40.3947776398986,37.1067776398986
2.09009867420126,31.3544968834057,28.4624968834057
2.09009867420126,5.19687086757048,4.19687086757048
2.09009867420126,28.5650026560021,26.3410026560021
2.09009867420126,12.0764249435839,11.0764249435839
2.09009867420126,13.1218748371337,12.1218748371337
2.09009867420126,25.2384689282317,24.2384689282317
2.09009867420126,20.5272186207408,20.4872186207408
2.09009867420126,16.6377184188284,15.6377184188284
2.09009867420126,44.3229279094763,38.4989279094763
2.09009867420126,3.96934096847986,2.96934096847986
2.09009867420126,12.2377808290058,11.0477808290058
2.09009867420126,40.4761995774938,38.2881995774938
2.09009867420126,8.56890970543188,6.44690970543188
2.09009867420126,30.0033173846091,27.9033173846091
2.09009867420126,33.0255802457642,31.6075802457642
2.09009867420126,19.9983395928182,18.9983395928182
2.09009867420126,5.19687086757048,4.19687086757048
2.09009867420126,20.921875161116,19.473875161116
2.09009867420126,5.73003796513371,4.73003796513371
2.09009867420126,15.0961455048527,13.4281455048527
2.09009867420126,6.28471170621686,5.28471170621686
2.09009867420126,22.5424578811654,20.2664578811654
2.09009867420126,44.8680906963027,43.8680906963027
2.09009867420126,30.1993381247798,26.4933381247798
2.09009867420126,11.634962760272,10.526962760272
2.09009867420126,-6.27227765234865,-7.27227765234865
2.09009867420126,7.61485655873274,6.61485655873274
2.09009867420126,14.5170343235791,13.5170343235791
2.09009867420126,36.4723546300268,33.6243546300268
2.09009867420126,20.3166526501965,18.5906526501965
2.09009867420126,5.34481001425558,4.34481001425558
2.09009867420126,22.64431667115,21.64431667115
2.09009867420126,16.2428999142556,15.2428999142556
2.09009867420126,7.59314651406692,6.21914651406692
2.09009867420126,34.2212655670543,31.2852655670543
2.09009867420126,20.9238392073291,19.9238392073291
2.09009867420126,42.3142772927106,38.4542772927106
2.09009867420126,26.9845458097811,26.6625458097811
2.09009867420126,5.19687086757048,4.19687086757048
2.09009867420126,33.6583244963253,32.6583244963253
2.09009867420126,3.96934096847986,2.96934096847986
2.09009867420126,10.1434446843592,8.63744468435917
2.09009867420126,29.9386324139319,28.9386324139319
2.09009867420126,23.5763021552208,21.6743021552208
2.09009867420126,3.96934096847986,2.96934096847986
2.09009867420126,11.4611539725717,7.77715397257167
2.09009867420126,42.8548353556441,37.2788353556441
2.09009867420126,22.6263401310501,21.6263401310501
2.09009867420126,31.4458182471732,30.4458182471732
2.09009867420126,15.0838077562162,14.0838077562162
2.09009867420126,31.9966247624534,32.0346247624534
2.09009867420126,19.7261519156347,18.7261519156347
2.09009867420126,30.301832186749,24.197832186749
