"ATE","EY1","EY0"
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.362256573573776,0.172846935928332
0.169668767440292,0.371128491801353,0.178377549552573
0.169668767440292,0.388619724189822,0.189522188742411
0.169668767440292,0.225565466482259,0.0967802709518449
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.362220659654374,0.172824711258462
0.169668767440292,0.417197547856102,0.208450892288412
0.169668767440292,0.295909554833097,0.133906280072756
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.316438849889902,0.145519186778019
0.169668767440292,0.480076962043609,0.2535562883338
0.169668767440292,0.31097635572191,0.14239256130329
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.375741298482956,0.181285246648863
0.169668767440292,0.373652749684641,0.179965973099463
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.406274087917204,0.201107024821573
0.169668767440292,0.334701174238,0.156171016004291
0.169668767440292,0.519048699055286,0.28419069810968
0.169668767440292,0.349832069149038,0.165235565150313
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.465936577407696,0.242969968347378
0.169668767440292,0.304427799292022,0.138679534740807
0.169668767440292,0.302918348900012,0.137829069365537
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.351551324331173,0.16627963380255
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.384996380710224,0.187186807423403
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.296596366910986,0.134288794933534
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.3621655117122,0.172790586514301
0.169668767440292,0.317440629784973,0.146095517317898
0.169668767440292,0.416155606599607,0.207744455318242
0.169668767440292,0.29922970436336,0.135759208637917
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.491002884955041,0.261924013491063
0.169668767440292,0.19110506072344,0.0799633051792218
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.357441792097239,0.169879024724207
0.169668767440292,0.278369775534156,0.124274212849877
0.169668767440292,0.366197484972867,0.175293673826652
0.169668767440292,0.30326493878426,0.13802416994011
0.169668767440292,0.595802302985366,0.351604199897064
0.169668767440292,0.418495921270458,0.209332961157466
0.169668767440292,0.426128301999196,0.21455819366656
0.169668767440292,0.340506659701754,0.159622815655055
0.169668767440292,0.305348902204741,0.139199497223835
0.169668767440292,0.321353479405368,0.148355381378758
0.169668767440292,0.206073727434748,0.0871646555442786
0.169668767440292,0.36381021076343,0.173809630343939
0.169668767440292,0.299945225582038,0.136159787940726
0.169668767440292,0.287299677024116,0.129145505840253
0.169668767440292,0.283400607424042,0.127010309448838
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.412497222413987,0.205274037111511
0.169668767440292,0.316006398188376,0.145270676339106
0.169668767440292,0.182044212153666,0.0756789998758692
0.169668767440292,0.486061833235852,0.258119195064484
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.297845273286649,0.134985412529268
0.169668767440292,0.342377284614201,0.160741930844193
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.375251236117364,0.180975278915876
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.414595950596857,0.206689363957101
0.169668767440292,0.336536190712643,0.157258593624115
0.169668767440292,0.451073870412081,0.2321282405477
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.283135944881692,0.1268658403871
0.169668767440292,0.51874467757804,0.28394302545992
0.169668767440292,0.279497681189157,0.124885803816407
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.30326493878426,0.13802416994011
0.169668767440292,0.395347785244364,0.193896506255319
0.169668767440292,0.295130459638027,0.133472863107396
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.412050066537663,0.204973143205709
0.169668767440292,0.371005800578989,0.178300513190538
0.169668767440292,0.213566702046599,0.0908286591854637
0.169668767440292,0.378752069782197,0.183195120426896
0.169668767440292,0.303574074347024,0.138198276180648
0.169668767440292,0.415071896468387,0.207011037462155
0.169668767440292,0.318812216880128,0.146886082976567
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.339542630794094,0.159047394076246
0.169668767440292,0.322482402701744,0.149010000384009
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.294734350636912,0.13325270564199
0.169668767440292,0.278885880079544,0.124553931885847
0.169668767440292,0.308310965295488,0.140876679349681
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.375591935723092,0.181190747021047
0.169668767440292,0.311405057772465,0.142636969866038
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.403110286339218,0.199005411353862
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.309208738238904,0.141386558784267
0.169668767440292,0.396417641134774,0.194596659078795
0.169668767440292,0.42958718448448,0.216948983033231
0.169668767440292,0.322222963318843,0.148859457675794
0.169668767440292,0.28785195999396,0.129448985615681
0.169668767440292,0.369153841910812,0.177139583570403
0.169668767440292,0.291535701516071,0.131479848206401
0.169668767440292,0.339639980658265,0.159105460938517
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.0652191667513789,0.0250244583506586
0.169668767440292,0.263974422159125,0.116560469346743
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.301338415731339,0.136941039522337
0.169668767440292,0.377726731302013,0.182543627685025
0.169668767440292,0.269421679853296,0.119459480763017
0.169668767440292,0.28867866307197,0.129903743753276
0.169668767440292,0.189130545846014,0.0790249313384287
