"ATE","EY1","EY0"
0.191315842581913,0.368880325730173,0.176968426033665
0.191315842581913,0.285515107731486,0.128166651653633
0.191315842581913,0.579122849725205,0.33607689351233
0.191315842581913,0.693504480400741,0.454266820817744
0.191315842581913,0.693348524040404,0.454084957613173
0.191315842581913,0.336981757122032,0.157523155676034
0.191315842581913,0.284237822799612,0.127467701023081
0.191315842581913,0.63177083387029,0.386943419147118
0.191315842581913,0.656406821195237,0.412733264206784
0.191315842581913,0.410876405479707,0.204184472591841
0.191315842581913,0.152645352779608,0.0621521660987833
0.191315842581913,0.347269980482383,0.163685055986628
0.191315842581913,0.85369618646091,0.682197699019607
0.191315842581913,0.573816184001866,0.331244524596042
0.191315842581913,0.428711131829152,0.216342096824888
0.191315842581913,0.366070231811716,0.175214420157257
0.191315842581913,0.376075573084939,0.181496822107724
0.191315842581913,0.747542603477281,0.521374163457253
0.191315842581913,0.388207053896644,0.189255491834304
0.191315842581913,0.481053849371762,0.254297685961898
0.191315842581913,0.210573232324529,0.0893600742434577
0.191315842581913,0.236962613798686,0.102531804194608
0.191315842581913,0.61226329131199,0.367451835045442
0.191315842581913,0.0416546306848197,0.0157382830296497
0.191315842581913,0.134557194659492,0.054102595946042
0.191315842581913,0.418654910985231,0.20944110844643
0.191315842581913,0.420803773382963,0.210905703370392
0.191315842581913,0.536814157239945,0.298913633618157
0.191315842581913,0.299492228959325,0.135906129192882
0.191315842581913,0.313616585469221,0.143900414836051
0.191315842581913,0.180797617265957,0.0750938996213877
0.191315842581913,0.257351106969593,0.113067684751583
0.191315842581913,0.416596598835283,0.208043294210783
0.191315842581913,0.703044562128151,0.465514387541504
0.191315842581913,0.680748710259206,0.439600072448243
0.191315842581913,0.505939216786017,0.273638086009788
0.191315842581913,0.636275594380115,0.391558781298237
0.191315842581913,0.757464640954689,0.53465169951607
0.191315842581913,0.554580410015086,0.314146431813167
0.191315842581913,0.52694196743375,0.290670950875417
0.191315842581913,0.244654354400678,0.10646882199532
0.191315842581913,0.569869658865083,0.3276835864991
0.191315842581913,0.537063270086424,0.299123642497773
0.191315842581913,0.296238204219551,0.134089267907332
0.191315842581913,0.425869178018973,0.214379662441166
0.191315842581913,0.50328152918951,0.271530023538132
0.191315842581913,0.605489724870599,0.360865964031731
0.191315842581913,0.550096039063004,0.310252039081554
0.191315842581913,0.329200765611115,0.152930121947265
0.191315842581913,0.239025874294153,0.103583458012031
0.191315842581913,0.402204390865884,0.198405729401628
0.191315842581913,0.0970246840678588,0.0380255424093244
0.191315842581913,0.521988167264933,0.28659267837271
0.191315842581913,0.275484792253489,0.122714676145094
0.191315842581913,0.481843493897451,0.254897940084296
